APT,DATE,ARRS,DEPS,HEAVY,MED,LIGHT
SBBR,2019-01-01,127,145,0,272,0
SBBR,2019-01-02,180,187,0,367,0
SBBR,2019-01-03,183,179,0,362,0
SBBR,2019-01-04,180,168,2,346,0
SBBR,2019-01-05,138,141,0,279,0
SBBR,2019-01-06,139,143,1,281,0
SBBR,2019-01-07,187,185,1,371,0
SBBR,2019-01-08,183,175,1,357,0
SBBR,2019-01-09,179,187,1,365,0
SBBR,2019-01-10,190,181,1,370,0
SBBR,2019-01-11,184,184,0,368,0
SBBR,2019-01-12,141,135,1,275,0
SBBR,2019-01-13,138,141,1,278,0
SBBR,2019-01-14,182,190,0,372,0
SBBR,2019-01-15,187,187,2,372,0
SBBR,2019-01-16,185,183,1,367,0
SBBR,2019-01-17,187,185,2,370,0
SBBR,2019-01-18,190,187,NA,NA,NA
SBBR,2019-01-19,141,138,1,278,0
SBBR,2019-01-20,134,142,0,276,0
SBBR,2019-01-21,189,193,0,382,0
SBBR,2019-01-22,187,186,2,371,0
SBBR,2019-01-23,183,186,3,366,0
SBBR,2019-01-24,177,177,NA,NA,NA
SBBR,2019-01-25,186,179,1,364,0
SBBR,2019-01-26,139,136,0,275,0
SBBR,2019-01-27,136,139,0,275,0
SBBR,2019-01-28,186,191,2,375,0
SBBR,2019-01-29,180,183,1,362,0
SBBR,2019-01-30,186,179,0,365,0
SBBR,2019-01-31,182,184,0,366,0
SBBR,2019-02-01,180,176,1,355,0
SBBR,2019-02-02,137,135,0,272,0
SBBR,2019-02-03,129,127,1,255,0
SBBR,2019-02-04,188,178,0,366,0
SBBR,2019-02-05,183,189,0,372,0
SBBR,2019-02-06,183,176,1,358,0
SBBR,2019-02-07,182,176,1,357,0
SBBR,2019-02-08,186,182,2,366,0
SBBR,2019-02-09,138,134,2,270,0
SBBR,2019-02-10,121,126,1,246,0
SBBR,2019-02-11,183,189,0,372,0
SBBR,2019-02-12,178,181,0,359,0
SBBR,2019-02-13,180,178,1,357,0
SBBR,2019-02-14,191,183,0,374,0
SBBR,2019-02-15,177,179,0,356,0
SBBR,2019-02-16,133,129,0,262,0
SBBR,2019-02-17,115,106,0,221,0
SBBR,2019-02-18,186,182,1,367,0
SBBR,2019-02-19,186,183,2,367,0
SBBR,2019-02-20,182,182,1,363,0
SBBR,2019-02-21,184,181,0,365,0
SBBR,2019-02-22,186,183,1,368,0
SBBR,2019-02-23,139,143,0,282,0
SBBR,2019-02-24,122,118,0,240,0
SBBR,2019-02-25,185,190,0,375,0
SBBR,2019-02-26,186,179,2,363,0
SBBR,2019-02-27,184,179,0,363,0
SBBR,2019-02-28,185,184,1,368,0
SBBR,2019-03-01,190,185,0,375,0
SBBR,2019-03-02,145,145,1,289,0
SBBR,2019-03-03,98,94,0,192,0
SBBR,2019-03-04,117,115,0,232,0
SBBR,2019-03-05,142,145,0,287,0
SBBR,2019-03-06,183,181,0,364,0
SBBR,2019-03-07,180,180,1,359,0
SBBR,2019-03-08,162,162,0,324,0
SBBR,2019-03-09,126,127,0,253,0
SBBR,2019-03-10,137,135,1,271,0
SBBR,2019-03-11,190,184,1,373,0
SBBR,2019-03-12,187,185,4,368,0
SBBR,2019-03-13,189,189,4,374,0
SBBR,2019-03-14,177,183,2,358,0
SBBR,2019-03-15,194,186,2,378,0
SBBR,2019-03-16,144,139,0,283,0
SBBR,2019-03-17,130,132,0,262,0
SBBR,2019-03-18,193,193,0,386,0
SBBR,2019-03-19,184,182,0,366,0
SBBR,2019-03-20,186,189,0,375,0
SBBR,2019-03-21,192,191,1,382,0
SBBR,2019-03-22,186,183,0,369,0
SBBR,2019-03-23,144,141,3,282,0
SBBR,2019-03-24,127,129,0,256,0
SBBR,2019-03-25,192,197,1,388,0
SBBR,2019-03-26,186,185,0,371,0
SBBR,2019-03-27,190,188,0,378,0
SBBR,2019-03-28,190,190,0,380,0
SBBR,2019-03-29,188,187,2,373,0
SBBR,2019-03-30,141,147,2,286,0
SBBR,2019-03-31,128,127,0,255,0
SBBR,2019-04-01,187,182,1,368,0
SBBR,2019-04-02,174,172,2,344,0
SBBR,2019-04-03,169,172,2,339,0
SBBR,2019-04-04,171,172,1,342,0
SBBR,2019-04-05,191,188,2,377,0
SBBR,2019-04-06,134,134,0,268,0
SBBR,2019-04-07,127,125,2,250,0
SBBR,2019-04-08,188,182,1,369,0
SBBR,2019-04-09,166,159,2,323,0
SBBR,2019-04-10,171,169,0,340,0
SBBR,2019-04-11,177,180,0,357,0
SBBR,2019-04-12,191,179,0,370,0
SBBR,2019-04-13,130,134,0,264,0
SBBR,2019-04-14,118,118,0,236,0
SBBR,2019-04-15,189,182,0,371,0
SBBR,2019-04-16,174,168,2,340,0
SBBR,2019-04-17,173,173,0,346,0
SBBR,2019-04-18,181,181,0,362,0
SBBR,2019-04-19,159,151,2,308,0
SBBR,2019-04-20,70,77,0,147,0
SBBR,2019-04-21,126,122,0,248,0
SBBR,2019-04-22,186,183,0,369,0
SBBR,2019-04-23,179,174,2,351,0
SBBR,2019-04-24,162,165,0,327,0
SBBR,2019-04-25,161,157,NA,NA,NA
SBBR,2019-04-26,181,180,2,359,0
SBBR,2019-04-27,119,123,0,242,0
SBBR,2019-04-28,114,105,0,219,0
SBBR,2019-04-29,170,168,2,336,0
SBBR,2019-04-30,164,163,2,325,0
SBBR,2019-05-01,149,151,0,300,0
SBBR,2019-05-02,158,154,0,312,0
SBBR,2019-05-03,170,171,2,339,0
SBBR,2019-05-04,121,122,1,242,0
SBBR,2019-05-05,117,115,0,232,0
SBBR,2019-05-06,175,174,0,349,0
SBBR,2019-05-07,172,166,3,335,0
SBBR,2019-05-08,155,156,0,311,0
SBBR,2019-05-09,168,167,0,335,0
SBBR,2019-05-10,177,174,2,349,0
SBBR,2019-05-11,120,123,0,243,0
SBBR,2019-05-12,109,107,2,214,0
SBBR,2019-05-13,181,176,0,357,0
SBBR,2019-05-14,172,177,2,347,0
SBBR,2019-05-15,167,162,0,329,0
SBBR,2019-05-16,170,166,0,336,0
SBBR,2019-05-17,175,170,2,343,0
SBBR,2019-05-18,115,120,0,235,0
SBBR,2019-05-19,114,110,0,224,0
SBBR,2019-05-20,176,173,0,349,0
SBBR,2019-05-21,176,170,2,344,0
SBBR,2019-05-22,159,163,1,321,0
SBBR,2019-05-23,165,162,0,327,0
SBBR,2019-05-24,172,167,3,336,0
SBBR,2019-05-25,117,122,1,238,0
SBBR,2019-05-26,113,109,0,222,0
SBBR,2019-05-27,171,168,0,339,0
SBBR,2019-05-28,167,167,3,331,0
SBBR,2019-05-29,160,162,0,322,0
SBBR,2019-05-30,169,167,0,336,0
SBBR,2019-05-31,177,175,3,349,0
SBBR,2019-06-01,122,121,2,241,0
SBBR,2019-06-02,111,105,0,216,0
SBBR,2019-06-03,176,174,0,350,0
SBBR,2019-06-04,172,169,0,341,0
SBBR,2019-06-05,160,162,1,321,0
SBBR,2019-06-06,166,165,0,331,0
SBBR,2019-06-07,170,171,2,339,0
SBBR,2019-06-08,120,122,0,242,0
SBBR,2019-06-09,108,105,0,213,0
SBBR,2019-06-10,171,170,0,341,0
SBBR,2019-06-11,169,162,0,331,0
SBBR,2019-06-12,161,169,0,330,0
SBBR,2019-06-13,164,163,0,327,0
SBBR,2019-06-14,179,173,2,350,0
SBBR,2019-06-15,121,123,0,244,0
SBBR,2019-06-16,111,104,0,215,0
SBBR,2019-06-17,177,173,0,350,0
SBBR,2019-06-18,170,171,2,339,0
SBBR,2019-06-19,166,167,0,333,0
SBBR,2019-06-20,159,161,2,318,0
SBBR,2019-06-21,110,108,0,218,0
SBBR,2019-06-22,81,81,0,162,0
SBBR,2019-06-23,115,118,2,231,0
SBBR,2019-06-24,177,176,0,353,0
SBBR,2019-06-25,170,168,2,336,0
SBBR,2019-06-26,166,168,0,334,0
SBBR,2019-06-27,163,162,1,324,0
SBBR,2019-06-28,168,168,2,334,0
SBBR,2019-06-29,118,115,1,232,0
SBBR,2019-06-30,105,110,0,215,0
SBBR,2019-07-01,173,170,0,343,0
SBBR,2019-07-02,179,173,2,350,0
SBBR,2019-07-03,176,179,1,354,0
SBBR,2019-07-04,172,167,0,339,0
SBBR,2019-07-05,182,179,0,361,0
SBBR,2019-07-06,134,130,1,263,0
SBBR,2019-07-07,120,124,0,244,0
SBBR,2019-07-08,186,176,0,362,0
SBBR,2019-07-09,180,182,2,360,0
SBBR,2019-07-10,187,184,0,371,0
SBBR,2019-07-11,178,179,0,357,0
SBBR,2019-07-12,178,177,3,352,0
SBBR,2019-07-13,134,133,0,267,0
SBBR,2019-07-14,123,121,0,244,0
SBBR,2019-07-15,185,184,0,369,0
SBBR,2019-07-31,184,188,0,372,0
SBBR,2019-08-01,165,159,0,324,0
SBBR,2019-08-02,160,159,0,319,0
SBBR,2019-08-03,116,115,1,230,0
SBBR,2019-08-04,121,118,0,239,0
SBBR,2019-08-05,167,166,1,332,0
SBBR,2019-08-06,163,158,2,319,0
SBBR,2019-08-07,165,163,1,327,0
SBBR,2019-08-08,167,164,0,331,0
SBBR,2019-08-09,166,166,0,332,0
SBBR,2019-08-10,131,128,0,259,0
SBBR,2019-08-11,119,125,0,244,0
SBBR,2019-08-12,176,174,0,350,0
SBBR,2019-08-13,169,165,2,332,0
SBBR,2019-08-14,165,163,2,326,0
SBBR,2019-08-15,163,166,0,329,0
SBBR,2019-08-16,168,161,2,327,0
SBBR,2019-08-17,125,123,0,248,0
SBBR,2019-08-18,116,122,0,238,0
SBBR,2019-08-19,175,170,0,345,0
SBBR,2019-08-20,165,168,0,333,0
SBBR,2019-08-21,166,161,2,325,0
SBBR,2019-08-22,168,165,0,333,0
SBBR,2019-08-23,167,168,2,333,0
SBBR,2019-08-24,131,126,0,257,0
SBBR,2019-08-25,118,125,0,243,0
SBBR,2019-08-26,175,173,0,348,0
SBBR,2019-08-27,167,163,2,328,0
SBBR,2019-08-28,165,165,0,330,0
SBBR,2019-08-29,163,165,0,328,0
SBBR,2019-08-30,167,162,2,327,0
SBBR,2019-08-31,126,122,0,248,0
SBBR,2019-09-01,122,124,0,246,0
SBBR,2019-09-02,185,175,0,360,0
SBBR,2019-09-03,170,174,0,344,0
SBBR,2019-09-04,168,167,0,335,0
SBBR,2019-09-05,173,172,0,345,0
SBBR,2019-09-06,173,170,0,343,0
SBBR,2019-09-07,128,129,0,257,0
SBBR,2019-09-08,126,132,0,258,0
SBBR,2019-09-09,184,180,0,364,0
SBBR,2019-09-10,171,170,0,341,0
SBBR,2019-09-11,173,171,0,344,0
SBBR,2019-09-12,172,173,0,345,0
SBBR,2019-09-13,175,172,0,347,0
SBBR,2019-09-14,127,129,0,256,0
SBBR,2019-09-15,125,131,0,256,0
SBBR,2019-09-16,183,180,1,362,0
SBBR,2019-09-17,170,171,4,337,0
SBBR,2019-09-18,174,169,0,343,0
SBBR,2019-09-19,172,168,0,340,0
SBBR,2019-09-20,171,169,0,340,0
SBBR,2019-09-21,133,136,2,267,0
SBBR,2019-09-22,125,132,2,255,0
SBBR,2019-09-23,185,180,0,365,0
SBBR,2019-09-24,180,170,0,350,0
SBBR,2019-09-25,174,174,0,348,0
SBBR,2019-09-26,170,174,0,344,0
SBBR,2019-09-27,184,179,2,361,0
SBBR,2019-09-28,135,138,0,273,0
SBBR,2019-09-29,132,130,2,260,0
SBBR,2019-09-30,189,186,2,373,0
SBBR,2019-10-01,178,174,2,350,0
SBBR,2019-10-02,176,175,0,351,0
SBBR,2019-10-03,180,176,0,356,0
SBBR,2019-10-04,185,180,3,362,0
SBBR,2019-10-05,134,139,0,273,0
SBBR,2019-10-06,130,136,1,265,0
SBBR,2019-10-07,192,186,1,377,0
SBBR,2019-10-08,178,176,2,352,0
SBBR,2019-10-09,169,167,1,335,0
SBBR,2019-10-10,178,177,0,355,0
SBBR,2019-10-11,180,174,0,354,0
SBBR,2019-10-12,133,137,0,270,0
SBBR,2019-10-13,126,125,2,249,0
SBBR,2019-10-14,181,183,1,363,0
SBBR,2019-10-15,175,169,2,342,0
SBBR,2019-10-16,173,175,0,348,0
SBBR,2019-10-17,170,172,1,341,0
SBBR,2019-10-18,179,173,2,350,0
SBBR,2019-10-19,140,138,0,278,0
SBBR,2019-10-20,125,127,2,250,0
SBBR,2019-10-21,179,164,2,341,0
SBBR,2019-10-22,178,172,2,348,0
SBBR,2019-10-23,174,175,1,348,0
SBBR,2019-10-24,176,178,0,354,0
SBBR,2019-10-25,175,168,1,342,0
SBBR,2019-10-26,136,135,0,271,0
SBBR,2019-10-27,136,140,1,275,0
SBBR,2019-10-28,172,168,0,340,0
SBBR,2019-10-29,169,169,0,338,0
SBBR,2019-10-30,170,171,0,341,0
SBBR,2019-10-31,169,165,1,333,0
SBBR,2019-11-01,181,182,3,360,0
SBBR,2019-11-02,144,136,0,280,0
SBBR,2019-11-03,137,146,0,283,0
SBBR,2019-11-04,182,175,1,356,0
SBBR,2019-11-05,180,176,1,355,0
SBBR,2019-11-06,177,171,0,348,0
SBBR,2019-11-07,175,179,0,354,0
SBBR,2019-11-08,183,177,1,359,0
SBBR,2019-11-09,155,145,2,298,0
SBBR,2019-11-10,141,146,0,287,0
SBBR,2019-11-11,182,181,0,363,0
SBBR,2019-11-12,188,186,2,372,0
SBBR,2019-11-13,180,180,0,360,0
SBBR,2019-11-14,179,176,0,355,0
SBBR,2019-11-15,174,172,3,343,0
SBBR,2019-11-16,134,124,0,258,0
SBBR,2019-11-17,137,150,2,285,0
SBBR,2019-11-18,180,177,2,355,0
SBBR,2019-11-19,180,171,0,351,0
SBBR,2019-11-20,174,168,0,342,0
SBBR,2019-11-21,175,176,0,351,0
SBBR,2019-11-22,175,179,2,352,0
SBBR,2019-11-23,162,147,0,309,0
SBBR,2019-11-24,151,153,0,304,0
SBBR,2019-11-25,185,185,0,370,0
SBBR,2019-11-26,190,184,5,369,0
SBBR,2019-11-27,188,177,0,365,0
SBBR,2019-11-28,188,185,0,373,0
SBBR,2019-11-29,192,187,1,378,0
SBBR,2019-11-30,155,154,1,308,0
SBBR,2019-12-01,148,144,0,292,0
SBBR,2019-12-02,179,176,0,355,0
SBBR,2019-12-03,179,182,2,359,0
SBBR,2019-12-04,172,166,0,338,0
SBBR,2019-12-05,172,171,0,343,0
SBBR,2019-12-06,182,160,2,340,0
SBBR,2019-12-07,152,161,1,312,0
SBBR,2019-12-08,134,140,2,272,0
SBBR,2019-12-09,179,173,2,350,0
SBBR,2019-12-10,184,179,3,360,0
SBBR,2019-12-11,174,163,1,336,0
SBBR,2019-12-12,179,175,1,353,0
SBBR,2019-12-13,177,170,1,346,0
SBBR,2019-12-14,156,149,1,304,0
SBBR,2019-12-15,143,148,1,290,0
SBBR,2019-12-16,175,173,1,347,0
SBBR,2019-12-17,192,167,3,356,0
SBBR,2019-12-18,175,191,0,365,1
SBBR,2019-12-19,190,163,1,352,0
SBBR,2019-12-20,184,197,4,377,0
SBBR,2019-12-21,159,151,0,310,0
SBBR,2019-12-22,141,142,1,282,0
SBBR,2019-12-23,179,171,1,349,0
SBBR,2019-12-24,176,159,0,335,0
SBBR,2019-12-25,122,142,0,264,0
SBBR,2019-12-26,179,176,0,355,0
SBBR,2019-12-27,181,179,1,359,0
SBBR,2019-12-28,154,147,0,301,0
SBBR,2019-12-29,138,147,0,285,0
SBBR,2019-12-30,174,171,0,345,0
SBBR,2019-12-31,165,151,0,316,0
SBBR,2020-01-01,139,146,0,285,0
SBBR,2020-01-02,175,169,0,344,0
SBBR,2020-01-03,184,180,0,364,0
SBBR,2020-01-04,147,144,0,291,0
SBBR,2020-01-05,148,151,0,299,0
SBBR,2020-01-06,179,174,0,353,0
SBBR,2020-01-07,186,178,0,364,0
SBBR,2020-01-08,182,185,1,366,0
SBBR,2020-01-09,188,184,2,370,0
SBBR,2020-01-10,177,181,0,358,0
SBBR,2020-01-11,155,144,0,299,0
SBBR,2020-01-12,145,155,0,300,0
SBBR,2020-01-13,175,172,0,347,0
SBBR,2020-01-14,185,187,0,372,0
SBBR,2020-01-15,178,182,0,360,0
SBBR,2020-01-16,182,177,0,359,0
SBBR,2020-01-17,182,177,0,359,0
SBBR,2020-01-18,156,152,0,308,0
SBBR,2020-01-19,145,150,0,295,0
SBBR,2020-01-20,176,179,0,355,0
SBBR,2020-01-21,182,174,0,356,0
SBBR,2020-01-22,185,182,2,365,0
SBBR,2020-01-23,176,178,0,354,0
SBBR,2020-01-24,182,163,2,343,0
SBBR,2020-01-25,154,146,0,300,0
SBBR,2020-01-26,144,149,0,293,0
SBBR,2020-01-27,180,180,0,360,0
SBBR,2020-01-28,185,181,0,366,0
SBBR,2020-01-29,178,183,0,361,0
SBBR,2020-01-30,183,174,0,357,0
SBBR,2020-01-31,180,181,2,358,1
SBBR,2020-02-01,147,139,0,286,0
SBBR,2020-02-02,130,138,0,268,0
SBBR,2020-02-03,169,162,0,331,0
SBBR,2020-02-04,187,188,0,375,0
SBBR,2020-02-05,163,154,0,317,0
SBBR,2020-02-06,193,197,0,390,0
SBBR,2020-02-07,179,175,0,354,0
SBBR,2020-02-08,149,147,0,296,0
SBBR,2020-02-09,140,145,0,285,0
SBBR,2020-02-10,167,167,0,334,0
SBBR,2020-02-11,186,176,0,362,0
SBBR,2020-02-12,181,181,3,359,0
SBBR,2020-02-13,178,174,2,350,0
SBBR,2020-02-14,180,181,0,361,0
SBBR,2020-02-15,150,137,1,286,0
SBBR,2020-02-16,138,142,1,279,0
SBBR,2020-02-17,179,175,0,354,0
SBBR,2020-02-18,180,185,2,363,0
SBBR,2020-02-19,181,180,0,361,0
SBBR,2020-02-20,184,182,0,366,0
SBBR,2020-02-21,180,179,0,359,0
SBBR,2020-02-22,146,135,0,281,0
SBBR,2020-02-23,96,90,0,186,0
SBBR,2020-02-24,105,109,0,214,0
SBBR,2020-02-25,128,132,0,260,0
SBBR,2020-02-26,171,168,0,339,0
SBBR,2020-02-27,166,166,0,332,0
SBBR,2020-02-28,173,168,0,341,0
SBBR,2020-02-29,143,132,0,275,0
SBBR,2020-03-01,130,146,0,276,0
SBBR,2020-03-02,175,164,0,339,0
SBBR,2020-03-03,185,184,0,369,0
SBBR,2020-03-04,171,174,0,345,0
SBBR,2020-03-05,180,170,0,350,0
SBBR,2020-03-06,182,191,4,369,0
SBBR,2020-03-07,149,137,0,286,0
SBBR,2020-03-08,134,143,0,277,0
SBBR,2020-03-09,175,171,0,346,0
SBBR,2020-03-10,183,174,2,355,0
SBBR,2020-03-11,171,181,0,352,0
SBBR,2020-03-12,183,177,0,360,0
SBBR,2020-03-13,185,185,1,369,0
SBBR,2020-03-14,149,139,0,288,0
SBBR,2020-03-15,134,142,0,276,0
SBBR,2020-03-16,169,167,0,336,0
SBBR,2020-03-17,167,156,0,323,0
SBBR,2020-03-18,131,131,0,262,0
SBBR,2020-03-19,131,133,0,264,0
SBBR,2020-03-20,140,141,2,279,0
SBBR,2020-03-21,116,102,0,218,0
SBBR,2020-03-22,64,65,0,129,0
SBBR,2020-03-23,59,57,0,116,0
SBBR,2020-03-24,48,49,2,95,0
SBBR,2020-03-25,29,32,0,61,0
SBBR,2020-03-26,40,35,0,75,0
SBBR,2020-03-27,35,34,0,69,0
SBBR,2020-03-28,17,16,0,33,0
SBBR,2020-03-29,15,16,0,31,0
SBBR,2020-03-30,16,13,0,29,0
SBBR,2020-03-31,12,10,2,20,0
SBBR,2020-04-01,26,11,0,37,0
SBBR,2020-04-02,32,15,3,44,0
SBBR,2020-04-03,28,14,0,42,0
SBBR,2020-04-04,16,6,0,22,0
SBBR,2020-04-05,8,5,0,13,0
SBBR,2020-04-06,22,11,0,33,0
SBBR,2020-04-07,26,11,3,34,0
SBBR,2020-04-08,18,9,0,27,0
SBBR,2020-04-09,30,13,3,40,0
SBBR,2020-04-10,14,6,0,20,0
SBBR,2020-04-11,10,4,0,14,0
SBBR,2020-04-12,10,6,0,16,0
SBBR,2020-04-13,18,10,0,28,0
SBBR,2020-04-14,20,7,3,24,0
SBBR,2020-04-15,10,5,0,15,0
SBBR,2020-04-16,26,11,2,35,0
SBBR,2020-04-17,18,8,1,25,0
SBBR,2020-04-18,12,6,0,18,0
SBBR,2020-04-19,10,5,0,15,0
SBBR,2020-04-20,10,5,0,15,0
SBBR,2020-04-21,14,7,3,18,0
SBBR,2020-04-22,10,6,0,16,0
SBBR,2020-04-23,22,9,2,29,0
SBBR,2020-04-24,18,10,1,27,0
SBBR,2020-04-25,12,4,0,16,0
SBBR,2020-04-26,8,5,0,13,0
SBBR,2020-04-27,8,4,0,12,0
SBBR,2020-04-28,16,8,3,21,0
SBBR,2020-04-29,12,6,0,18,0
SBBR,2020-04-30,28,13,2,39,0
SBBR,2020-05-01,7,9,1,15,0
SBBR,2020-05-02,6,6,0,12,0
SBBR,2020-05-03,4,4,0,8,0
SBBR,2020-05-04,6,4,0,10,0
SBBR,2020-05-05,10,10,0,20,0
SBBR,2020-05-06,14,14,2,26,0
SBBR,2020-05-07,9,11,0,20,0
SBBR,2020-05-08,14,13,2,25,0
SBBR,2020-05-09,7,8,0,15,0
SBBR,2020-05-10,6,7,0,13,0
SBBR,2020-05-11,7,7,0,14,0
SBBR,2020-05-12,10,11,2,19,0
SBBR,2020-05-13,13,12,2,23,0
SBBR,2020-05-14,10,11,0,21,0
SBBR,2020-05-15,14,12,0,26,0
SBBR,2020-05-16,9,10,0,19,0
SBBR,2020-05-17,4,4,0,8,0
SBBR,2020-05-18,5,4,0,9,0
SBBR,2020-05-19,10,10,0,20,0
SBBR,2020-05-20,12,11,2,21,0
SBBR,2020-05-21,10,11,0,21,0
SBBR,2020-05-22,15,16,2,29,0
SBBR,2020-05-23,9,9,0,18,0
SBBR,2020-05-24,5,6,0,11,0
SBBR,2020-05-25,8,8,0,16,0
SBBR,2020-05-26,13,12,0,25,0
SBBR,2020-05-27,12,13,2,23,0
SBBR,2020-05-28,13,11,0,24,0
SBBR,2020-05-29,16,15,0,31,0
SBBR,2020-05-30,7,9,0,16,0
SBBR,2020-05-31,5,5,0,10,0
SBBR,2020-06-01,9,7,0,16,0
SBBR,2020-06-02,12,12,0,24,0
SBBR,2020-06-03,13,11,2,22,0
SBBR,2020-06-04,14,15,0,29,0
SBBR,2020-06-05,19,18,0,37,0
SBBR,2020-06-06,9,8,0,17,0
SBBR,2020-06-07,6,6,0,12,0
SBBR,2020-06-08,15,15,0,30,0
SBBR,2020-06-09,16,16,2,30,0
SBBR,2020-06-10,20,19,2,37,0
SBBR,2020-06-11,22,22,0,44,0
SBBR,2020-06-12,12,11,0,23,0
SBBR,2020-06-13,7,7,0,14,0
SBBR,2020-06-14,7,6,0,13,0
SBBR,2020-06-15,25,25,0,50,0
SBBR,2020-06-16,20,20,2,38,0
SBBR,2020-06-17,21,20,0,41,0
SBBR,2020-06-18,22,24,0,46,0
SBBR,2020-06-19,29,28,0,57,0
SBBR,2020-06-20,6,7,0,13,0
SBBR,2020-06-21,9,7,0,16,0
SBBR,2020-06-22,25,27,0,51,1
SBBR,2020-06-23,18,17,2,33,0
SBBR,2020-06-24,15,16,0,31,0
SBBR,2020-06-25,21,23,0,44,0
SBBR,2020-06-26,25,29,0,54,0
SBBR,2020-06-27,11,7,0,18,0
SBBR,2020-06-28,10,10,0,20,0
SBBR,2020-06-29,25,27,0,52,0
SBBR,2020-06-30,23,20,0,43,0
SBBR,2020-07-01,36,37,0,73,0
SBBR,2020-07-02,46,41,0,87,0
SBBR,2020-07-03,39,43,0,82,0
SBBR,2020-07-04,20,24,0,44,0
SBBR,2020-07-05,18,11,0,29,0
SBBR,2020-07-06,39,39,0,78,0
SBBR,2020-07-07,36,34,1,69,0
SBBR,2020-07-08,34,36,1,69,0
SBBR,2020-07-09,38,38,0,76,0
SBBR,2020-07-10,43,42,0,85,0
SBBR,2020-07-11,24,28,0,50,2
SBBR,2020-07-12,20,13,0,31,2
SBBR,2020-07-13,48,50,0,98,0
SBBR,2020-07-14,39,38,0,77,0
SBBR,2020-07-15,38,39,2,75,0
SBBR,2020-07-16,43,44,0,87,0
SBBR,2020-07-17,50,49,0,99,0
SBBR,2020-07-18,22,22,0,44,0
SBBR,2020-07-19,19,17,0,34,2
SBBR,2020-07-20,47,47,0,94,0
SBBR,2020-07-21,42,40,2,80,0
SBBR,2020-07-22,37,45,2,80,0
SBBR,2020-07-23,47,40,0,87,0
SBBR,2020-07-24,51,56,0,107,0
SBBR,2020-07-25,24,25,0,49,0
SBBR,2020-07-26,21,14,0,35,0
SBBR,2020-07-27,45,46,0,91,0
SBBR,2020-07-28,42,39,0,81,0
SBBR,2020-07-29,39,43,1,81,0
SBBR,2020-07-30,46,41,0,87,0
SBBR,2020-07-31,6,12,0,18,0
SBBR,2020-08-01,18,22,0,40,0
SBBR,2020-08-02,21,15,0,36,0
SBBR,2020-08-03,60,63,NA,NA,NA
SBBR,2020-08-04,56,47,0,103,0
SBBR,2020-08-05,42,44,0,85,1
SBBR,2020-08-06,56,56,0,112,0
SBBR,2020-08-07,63,60,1,122,0
SBBR,2020-08-08,28,30,1,57,0
SBBR,2020-08-09,20,14,0,34,0
SBBR,2020-08-10,58,62,0,120,0
SBBR,2020-08-11,48,46,0,94,0
SBBR,2020-08-12,47,46,2,91,0
SBBR,2020-08-13,55,52,0,107,0
SBBR,2020-08-14,63,66,0,129,0
SBBR,2020-08-15,41,49,0,90,0
SBBR,2020-08-16,40,30,0,70,0
SBBR,2020-08-17,64,64,NA,NA,NA
SBBR,2020-08-18,70,68,0,138,0
SBBR,2020-08-19,58,58,0,116,0
SBBR,2020-08-20,67,66,0,133,0
SBBR,2020-08-21,67,61,0,128,0
SBBR,2020-08-22,49,56,0,105,0
SBBR,2020-08-23,37,37,0,74,0
SBBR,2020-08-24,68,65,0,133,0
SBBR,2020-08-25,68,68,1,135,0
SBBR,2020-08-26,61,59,2,118,0
SBBR,2020-08-27,65,65,0,130,0
SBBR,2020-08-28,71,72,0,143,0
SBBR,2020-08-29,49,57,0,106,0
SBBR,2020-08-30,43,37,0,80,0
SBBR,2020-08-31,69,69,0,138,0
SBBR,2020-09-01,76,71,0,147,0
SBBR,2020-09-02,75,70,0,145,0
SBBR,2020-09-03,75,81,0,156,0
SBBR,2020-09-04,78,84,0,162,0
SBBR,2020-09-05,63,73,0,136,0
SBBR,2020-09-06,55,43,0,98,0
SBBR,2020-09-07,80,80,0,160,0
SBBR,2020-09-08,93,93,0,186,0
SBBR,2020-09-09,96,94,0,190,0
SBBR,2020-09-10,92,91,0,181,2
SBBR,2020-09-11,99,102,0,199,2
SBBR,2020-09-12,60,73,0,133,0
SBBR,2020-09-13,68,52,0,120,0
SBBR,2020-09-14,93,97,1,189,0
SBBR,2020-09-15,90,89,0,179,0
SBBR,2020-09-16,82,88,0,170,0
SBBR,2020-09-17,96,87,0,183,0
SBBR,2020-09-18,93,93,0,186,0
SBBR,2020-09-19,62,78,0,140,0
SBBR,2020-09-20,71,49,0,120,0
SBBR,2020-09-21,98,98,0,196,0
SBBR,2020-09-22,89,84,0,173,0
SBBR,2020-09-23,82,78,0,160,0
SBBR,2020-09-24,93,98,0,191,0
SBBR,2020-09-25,96,97,2,191,0
SBBR,2020-09-26,60,73,0,133,0
SBBR,2020-09-27,69,51,0,120,0
SBBR,2020-09-28,90,91,0,181,0
SBBR,2020-09-29,89,87,0,176,0
SBBR,2020-09-30,88,82,0,170,0
SBBR,2020-10-01,103,102,0,205,0
SBBR,2020-10-02,113,111,NA,NA,NA
SBBR,2020-10-03,71,87,0,158,0
SBBR,2020-10-04,71,55,0,126,0
SBBR,2020-10-05,109,104,0,213,0
SBBR,2020-10-06,100,107,0,207,0
SBBR,2020-10-07,100,96,NA,NA,NA
SBBR,2020-10-08,111,112,0,223,0
SBBR,2020-10-09,130,127,0,257,0
